data_link, data_name, data_house_type, data_score, data_district, data_street, data_addr_detail, data_rent_num, data_sold_num, data_build_year, data_house_price, data_house_ratio 
https://huandaoliyuan.fang.com/,环岛丽园,住宅,5.0,罗湖,黄贝岭,华丽路与黄贝路交汇处,1,26,2002,67979,-0.2%,
https://huangpuyayuan.fang.com/4/,黄埔雅苑四期,住宅,3.5,福田,福田中心区,福中路315,11,26,2004,85956,-1.82%,
https://hongqiaoxingzuo.fang.com/,虹桥星座,住宅,3.0,罗湖,笋岗,宝岗路与梨园路交汇处,10,26,2004,46716,-3.11%,
https://huangmugangbeiqu.fang.com/,黄木岗北区,住宅,2.5,福田,笔架山,笋岗路西路与梅岗路交汇处西北角,5,26,1985,70978,-1.54%,
https://hongfameiyu.fang.com/,宏发美域,住宅,2.5,光明区,公明,公明中心区华发路与别墅路交汇处东南面,2,26,2008,37251,-0.82%,
https://haixinyuan0755.fang.com/,海馨苑,住宅,4.0,福田,华强,深圳市福田区华强北路4005号,16,26,1992,92832,-0.8%,
https://guoxiangshanhd.fang.com/,恒大国香山,住宅,5.0,龙岗,布吉,丹平快速丹沙路出口,2,26,2015,45477,-1.47%,
https://jinganghuating.fang.com/,金港华庭,住宅,5.0,宝安,西乡,宝安大道与金海路交汇处,21,26,2008,48726,-0.34%,
https://kailihuayuan.fang.com/,凯丽花园,住宅,4.0,南山,科技园,高新中四道与科技中二路交界,2,26,1996,54950,-0.13%,
https://lingxiahuayuan.fang.com/,岭下花园,住宅,4.0,宝安,新安,宝安36区上川路与新安四路交汇处西北侧,19,26,1991,32283,-0.52%,
https://liantoudongfang.fang.com/2/,联投东方,住宅,4.0,宝安,松岗,东方大道36号,11,26,2014,42011,+0.38%,
https://lantingguojimingyuan.fang.com/esf/,兰亭国际公寓,住宅,3.0,罗湖,莲塘,罗沙路与延芳路交汇处莲塘西岭下村,14,26,2009,55699,+2.97%,
https://hongshuhuafu.fang.com/esf/,绿景红树湾壹号,住宅,3.0,福田,上下沙,沙嘴路与金地一路交汇处东南侧,0,26,2017,78056,+2.42%,
https://xiyueshan0755.fang.com/esf/,里城玺樾山,住宅,4.0,龙岗,布吉,吉华三联郊野公园布李路西侧,0,26,1900,46190,-1.62%,
https://jiejiadashang.fang.com/,南光捷佳大厦,住宅,5.0,福田,华强,深圳深南中路3037号,11,26,2002,44372,+1.21%,
https://shanhaisijichengpgd.fang.com/,鹏广达山海四季城,住宅,3.0,盐田,盐田港,中心区北山道(盐田实验学校旁)、毗邻地铁..,4,26,2015,49613,+1.78%,
https://qicaishiguang.fang.com/,七彩时光,住宅,3.5,罗湖,布心,罗湖布心翠山路1号,6,26,2002,36808,-0.84%,
https://shiwaitaoyuan0755.fang.com/,世外桃源,住宅,3.5,宝安,西乡,前进二路与汇江三路交汇处,2,26,2004,43844,-0.56%,
https://taoyuanju0755.fang.com/2/,桃源居桃源盛景园二期,住宅,3.0,宝安,西乡,桃源居桃源三路与汇江三路交汇处,4,26,2006,44828,-2.63%,
https://longyuan0755.fang.com/,天安高尔夫珑园,住宅,5.0,福田,车公庙,福强路与滨河路交界处,22,26,2008,95911,-1.11%,
https://thetownlecheng.fang.com/esf/,乐城,住宅,2.5,龙岗,横岗,横岗街道深惠路与荷坳路交汇处,18,26,2013,41727,-1.49%,
https://donghaianwk0755.fang.com/4/,万科东海岸四期,住宅,4.0,盐田,梅沙,盐坝高速公路的西北侧(万科公交站后面),4,26,2008,50081,-4.1%,
https://tiandushijixy.fang.com/,祥云天都世纪,住宅,4.0,福田,新洲,新洲三路和福强路交汇处,20,26,2005,53131,+0.14%,
https://xuelinyayuan.fang.com/,学林雅院,住宅,3.5,南山,南山中心区,南山区南学府路99号,3,26,2001,73469,+8.83%,
https://junhuixintian.fang.com/,新天湾畔,住宅,4.0,南山,蛇口,深圳市南山区中心路(深圳湾段)2269号,24,26,2009,125263,-2.4%,
https://xiandaizhichuang.fang.com/,现代之窗,住宅,4.0,福田,华强,振华路与华强路交汇处,9,26,2011,60561,+1.14%,
https://zhenyemeiyuan.fang.com/,振业梅苑,住宅,3.5,福田,梅林,中康路18号,11,26,1998,49948,-1.28%,
https://haiwenhuayuanzx.fang.com/,中信海文花园,住宅,3.5,南山,南山中心区,南海大道与学府路交汇处东南角,3,26,2000,68668,+2.62%,
https://zhijianshidaiguangchang.fang.com/,志健时代广场,住宅,2.5,龙岗,横岗,深惠公路与茂盛路交汇处,29,26,2005,30836,-0.29%,
https://zhongxinlinghang.fang.com/,中信领航,住宅,4.0,宝安,西乡,航城大道与宝安大道交汇处,7,26,2013,54106,-3.89%,
https://huayuanbsd.fang.com/3/,百仕达花园三期,住宅,5.0,罗湖,布心,罗湖区太白路与金威啤酒街交汇处,24,25,2001,61647,-2.43%,
https://binjiangxincun.fang.com/,滨江新村,住宅,2.0,福田,上步,滨河路与上步路交汇之东北角,12,25,1984,52691,+0.27%,
https://134916.fang.com/esf/,碧桂园・润杨溪谷,住宅,0.0,惠州,惠阳区,惠阳区沙田镇金桔自然保护区(深汕高速淡..,0,25,1900,11498,+0.03%,
https://cuihuhuayuan.fang.com/,翠湖花园,住宅,2.5,宝安,西乡,107国道黄田路段,0,25,1997,22974,+1.19%,
https://dongfangfengyatai.fang.com/,东方凤雅台,住宅,4.0,罗湖,莲塘,莲塘罗沙公路中段北侧-北靠梧桐山,4,25,2001,48980,+0.36%,
https://dongfangduhuijj.fang.com/,东方都会,住宅,5.0,罗湖,黄贝岭,沿河路与深南东路交汇处-沿河北路1003号,0,25,2004,48087,+0.53%,
https://tianlu3qudbhqc.fang.com/,东部华侨城别墅天麓三区,别墅,4.0,盐田,梅沙,盐田区大梅沙东部华侨城内,0,25,2008,82044,-2.8%,
https://fudehuayuan.fang.com/,福德花园,住宅,5.0,罗湖,黄贝岭,深南东路1110号,5,25,1998,49755,-1.55%,
https://fenghuangyaju0755.fang.com/,凤凰雅居,住宅,3.5,宝安,西乡,深圳市宝安区宝田一路13号,3,25,2008,54667,+0.23%,
https://guifangyuan.fang.com/5/,桂芳园五期,住宅,3.5,龙岗,布吉,布吉中翠路与深惠公路交汇处,10,25,2004,41871,+1.31%,
https://huangpuyayuan.fang.com/,黄埔雅苑,住宅,4.0,福田,福田中心区,新洲路与红荔路交界,19,25,2002,81390,-1.73%,
https://huaguoshanxiaoqu.fang.com/,花果山小区,住宅,4.0,南山,蛇口,工业七路与公园路交汇,20,25,1987,76813,-1.81%,
https://huafuxinju.fang.com/,华府馨居,住宅,4.0,福田,梅林,上梅林安得路5号,19,25,2005,72707,+5.49%,
https://jinseduhui0755.fang.com/,金色都汇,住宅,5.0,罗湖,东门,向西村东门春风路北区,11,25,2004,55182,+4.14%,
https://junyuege.fang.com/,君悦阁,住宅,4.0,福田,华强,福田区燕南路9号,8,25,2004,86567,-0.15%,
https://keyuanjzy.fang.com/7/,佳兆业可园七期,住宅,5.0,龙岗,布吉,布吉布沙路大芬油画村对面,7,25,2009,44594,-0.81%,
https://shangtangdaojd.fang.com/,金地上塘道花园,住宅,5.0,龙华区,龙华,龙华镇南临布龙路、北临富国路,20,25,2010,55058,-2.87%,
https://jindilangyue0755.fang.com/,金地朗悦,住宅,4.0,坪山区,坪山,坪山新区体育中心体育馆北侧(新合路与体..,4,25,2014,29436,-0.77%,
https://mingjiafuju.fang.com/,名家富居,住宅,4.0,南山,南头,艺园路西新豪方大厦北侧,14,25,2005,86042,-0.03%,
https://pengxinghuayuan.fang.com/,鹏兴花园,住宅,3.0,罗湖,莲塘,莲塘国威路192号,11,25,1998,48340,-4.34%,
https://quanshengziyuelongting.fang.com/,全盛紫悦龙庭,住宅,2.5,龙岗,龙岗中心城,深圳市龙岗区吉祥路663号,1,25,2016,43859,-1.29%,
https://renshanzhishui.fang.com/villa/,仁山智水别墅,别墅,2.5,龙华区,观澜,深圳市龙华新区观澜街道环观南路以北(梅..,1,25,2014,69421,+2.64%,
https://shidaijiaozi.fang.com/,时代骄子大厦,住宅,4.0,南山,南头,南山大道和学府路交汇处,7,25,2003,56579,+2.38%,
https://gaoshanhuayuansk.fang.com/,蛇口高山花园,住宅,5.0,南山,蛇口,南山区工业八路299号,7,25,2006,101537,-2.27%,
https://shanyuqinghuihuayuan.fang.com/esf/,山语清晖花园,住宅,5.0,福田,梅林,福龙路与北环路交叉口西北角,12,25,2014,81825,-0.81%,
https://shenzhenwangongguancm.fang.com/esf/,深圳湾公馆,住宅,5.0,南山,后海,后海大道与东滨路交汇处,8,25,2016,163184,-3.42%,
https://tongjinghuayuan.fang.com/,桐景花园,住宅,3.5,罗湖,莲塘,罗沙路南面与畔山路交汇处,13,25,2002,48576,+2.15%,
https://wuzhouxingyuan.fang.com/,五洲星苑,住宅,3.5,福田,景田,景田路与新闻路交界处,12,25,2004,72355,-0.59%,
https://wanshidamingyuan0755.fang.com/,万事达名苑,住宅,3.0,罗湖,翠竹,太宁路183号,13,25,1998,50312,+2.43%,
https://jinyuhuafuwk0755.fang.com/,万科金域华府,住宅,5.0,龙华区,龙华,金龙路与新区大道交汇处东北角,18,25,2008,79659,-1.71%,
https://xuefuhuayuan.fang.com/,学府花园,住宅,5.0,南山,南头,学府路与南山大道交汇处,2,25,1999,64885,-0.7%,
https://xufeihuaanyuan.fang.com/,旭飞华安园,住宅,3.0,福田,梅林,中康路与梅华路交汇处,7,25,1999,53126,+2.31%,
https://yunjinghaoyuan.fang.com/,云景豪园,住宅,5.0,罗湖,人民南,春风路2033号,7,25,2002,44123,-5.58%,
https://zhonghaihuating.fang.com/,中海华庭,住宅,5.0,福田,福田中心区,民田路89号,37,25,2000,84983,-0.76%,
https://baoanshanzhuang.fang.com/,宝安山庄,住宅,2.5,宝安,松岗,松岗街道朗下社葫芦路19号,0,24,2004,26558,+0.57%,
https://baonengcheng.fang.com/esf/,宝能城,住宅,3.5,南山,西丽,留仙大道以北、学苑路以南地铁5号线塘朗..,10,24,2018,87880,-0.86%,
https://caifugang.fang.com/,财富港,住宅,2.5,宝安,西乡,宝源路与海城路交汇处,7,24,2010,53037,-0.99%,
https://dafenyishudasha.fang.com/,大芬艺术大厦,住宅,3.0,龙岗,布吉,深圳市龙岗区大芬油画苑d栋布吉湖西路交..,0,24,2011,37207,-5.29%,
https://fuxinghuayuandasha.fang.com/,福星花园大厦,住宅,5.0,福田,华强,福田区福星路9-11号,2,24,1993,45514,-0.44%,
https://guochenghuayuan.fang.com/,国城花园,住宅,5.0,福田,上步,百花一路与上步中路交汇处,6,24,1996,130939,+0.20%,
https://huangpuyayuan.fang.com/2/,黄埔雅苑二期,住宅,3.0,福田,福田中心区,福中路与民田路交汇处南侧,10,24,2002,81765,-2.33%,
https://hongqiaojinan.fang.com/,虹桥金岸,住宅,3.0,罗湖,笋岗,罗湖宝岗路田心酒店东北侧,8,24,2003,46377,-1.48%,
https://hualongyuan0755.fang.com/,华隆园,住宅,5.0,罗湖,东门,中兴路与乐园街交汇处翠园街27号,2,24,2003,52621,-1.08%,
https://honglongguangchang.fang.com/,鸿隆广场,住宅,3.5,宝安,西乡,宝安区80区107国道旁,6,24,2005,55990,+0.23%,
https://chengshiquanjinghl.fang.com/,华联・城市全景,住宅,4.0,宝安,新安,创业路与公园路交汇处,8,24,2016,74465,-0.51%,
https://jinxiujiangnan0755.fang.com/,锦绣江南,住宅,4.0,龙华区,龙华,龙华人民南路与布龙公路交界处,6,24,2003,43735,+3.69%,
https://huayuankx.fang.com/,坤祥花语岸,住宅,3.5,龙岗,布吉,龙岗区布吉街道吉华路阳光花园南侧,17,24,2008,42569,-1.7%,
https://langqinyu.fang.com/,浪琴屿花园,住宅,5.0,南山,后海,创业路3号,8,24,2003,98503,+1.36%,
https://longchengguoji0755.fang.com/,龙城国际,住宅,3.5,龙岗,龙岗中心城,龙福西路与和福路交汇处(龙岗区实验学校..,0,24,2006,41241,+0.75%,
https://lvjingdagongguan.fang.com/,绿景城市立方,住宅,3.5,龙岗,龙岗中心城,龙城街道龙翔大道与黄阁大道交汇处北侧,1,24,2010,64848,-2%,
https://shouyumjh.fang.com/,美佳华首誉,住宅,2.5,龙华区,观澜,龙华新区政府旁观澜大道与环观南路交汇处,14,24,2014,37205,-3.05%,
https://yunzhumjh.fang.com/esf/,满京华云著,住宅,2.5,宝安,松岗,中心北区-107国道与松福大道交汇处,0,24,2017,41945,+0.63%,
https://moercheng0755.fang.com/,鹏达摩尔城,住宅,4.0,龙岗,龙岗中心城,龙岗镇深惠路余内环路交汇处,14,24,2011,31634,+0.19%,
https://huayuanchengzs0755.fang.com/,坪山招商花园城,住宅,3.5,坪山区,坪山,管委会及中心公园旁,3,24,2015,33763,-1.52%,
https://qianhaihuayuan.fang.com/3/,前海花园三期,住宅,5.0,南山,前海,深圳市南山区桃园路288号,4,24,2003,59104,+2.86%,
https://shanyuhai0755.fang.com/esf/,山语海,住宅,3.0,南山,蛇口,蛇口小南山少帝路,19,24,2016,76356,+0.04%,
https://taininghuayuan.fang.com/,泰宁花园,住宅,5.0,罗湖,水库,爱国路、康宁路与太宁路交汇处,1,24,1997,41814,+0.84%,
https://gongyuanliwk.fang.com/4/,万科公园6号,住宅,5.0,龙岗,布吉,布吉丹平快速与布沙路交汇处,6,24,2017,44260,+1.49%,
https://tianbaowuhuaxm.fang.com/,香蜜天宝物华,住宅,3.0,福田,香蜜湖,深圳市福田区丰田路3号,25,24,2007,112143,+0.56%,
https://botuofeinuoxiangshanli.fang.com/,香山里,住宅,5.0,南山,华侨城,华侨城香山西街8号,18,24,2010,75730,-1.7%,
https://742700.fang.com/,益田大运城邦,住宅,0.0,东莞,凤岗,凤岗镇龙平西路(龙城工业园西侧),12,24,2016,26423,-1.31%,
https://midundaozhy.fang.com/,卓越弥敦道,住宅,4.0,龙岗,横岗,龙岗大道与四联路交汇处(3号线横岗站D出..,0,24,2017,30198,+1.00%,
https://baolihaoting.fang.com/,宝利豪庭,住宅,3.5,宝安,松岗,松岗街道办楼岗大道1号(107国道与楼岗大..,4,23,2004,29370,-2.59%,
https://botuofeinuotianebao.fang.com/2/,波托菲诺天鹅堡二期,住宅,5.0,南山,华侨城,深圳市南山区香山中街2号,24,23,2005,77518,-3.05%,
https://caishijie.fang.com/,彩世界,住宅,4.0,罗湖,布心,东湖路与太白路交汇处,9,23,2001,50152,-2.29%,
https://chengshiyinxiang.fang.com/,城市印象家园,住宅,3.0,南山,南山中心区,滨海大道与后海大道交汇处,8,23,2004,87489,+2.11%,
https://danfengyayuan.fang.com/,丹枫雅苑,住宅,3.0,龙华区,龙华,龙华中心区东环一路与建设路交汇处,7,23,2007,43309,-0.55%,
https://donggangyinxiang.fang.com/,东港印象,住宅,3.0,盐田,盐田港,盐田港东海道与永安路交汇处,7,23,2011,41894,-2.1%,
https://dongbuhuaqiaochengtianlu.fang.com/,东部华侨城天麓,住宅,4.0,盐田,梅沙,大梅沙东部华侨城内-距离三渊田公路33米,0,23,2008,108376,-0.95%,
https://panlongjuft.fang.com/,蟠龙居,住宅,2.5,宝安,西乡,宝安区西乡新城大道58区,0,23,2003,50759,+2.84%,
https://fuyonghuayuan.fang.com/,福永花苑,住宅,3.5,宝安,福永,福永镇107国道东侧兴益工业城,2,23,1999,35455,+2.77%,
https://fuhaohuayuan0755.fang.com/,富豪花园,住宅,2.0,龙岗,坂田,坂田长坑地段布龙公路168号,25,23,2003,35467,+0.61%,
https://guangmingdadi.fang.com/villa/,光明大第别墅,别墅,2.5,光明区,光明,观光路(光明会展中心对面),0,23,2015,46229,-1.49%,
https://huamaoyuan.fang.com/,华茂苑,住宅,3.5,福田,梅林,上梅林中康路,9,23,1999,52570,-0.63%,
https://haiyinchangcheng.fang.com/2/,海印长城二期,住宅,3.5,南山,南山中心区,广东省深圳市南山区海德三道201,12,23,2004,87841,-1.56%,
https://hongxingyuan0755.fang.com/,宏兴苑,住宅,3.0,龙岗,龙岗中心城,中心城龙福西路82号(龙岗区龙城街道宏福..,1,23,2001,31084,+0.72%,
https://haikangdasha.fang.com/,海康大厦,住宅,3.5,福田,梅林,深圳市福田区安得街10号,14,23,2003,58802,+0.48%,
https://luyincuidi.fang.com/,鹿茵翠地,住宅,3.0,罗湖,莲塘,莲塘鹏兴路1号,12,23,2002,50976,-1.27%,
https://yufengtinglj.fang.com/,朗钜御风庭,住宅,5.0,罗湖,黄贝岭,文锦南路1010号,2,23,2004,48921,-0.44%,
https://langhongyayuan.fang.com/,蓝虹雅苑,住宅,5.0,南山,科技园,科技园泉园路12,3,23,2003,19675,+0.34%,
https://lizhuhuayuan.fang.com/,丽珠花园,住宅,3.0,南山,西丽,西丽珠光路438号,1,23,2000,16273,-1.48%,
https://lingshangshidaiyuan.fang.com/,岭尚时代园,住宅,3.5,福田,八卦岭,福田区八卦岭八卦四路66号,13,23,2007,57994,-0.14%,
https://qiongzhuhuayuan.fang.com/,琼珠花园,住宅,2.5,龙华区,龙华,龙华镇华旺路2-1号,0,23,2003,12205,-3.8%,
https://ruyihaoting0755.fang.com/,如意豪庭,住宅,2.0,宝安,石岩,石岩街道如意路,0,23,2006,32503,+0.33%,
https://fenglinzuoan.fang.com/,深业风临左岸,住宅,4.0,福田,竹子林,深圳市福田区农林路53号,6,23,2003,102350,+0.32%,
https://shenyuncun.fang.com/,深云村,住宅,3.5,南山,西丽,南山西丽北环大道安托山西北侧,8,23,2010,75273,+0.13%,
https://songquangongyu.fang.com/,松泉公寓,住宅,2.5,罗湖,布心,太白路3038号,11,23,1988,45779,-0.14%,
https://songpingcunsanqi.fang.com/,松坪村三期,住宅,3.0,南山,科技园,南山区,9,23,2010,60474,+2.42%,
https://taiyangxincheng0755.fang.com/,太阳新城,住宅,4.0,罗湖,布心,翠竹北路与太白路交汇处,9,23,2002,49674,-0.55%,
https://tianjiaoshijia.fang.com/,天骄世家,住宅,4.0,宝安,西乡,宝安区宝城76区,7,23,2001,48068,-1.29%,
https://tianyuenanwan.fang.com/,天悦南湾,住宅,4.0,南山,西丽,区西丽街道留仙大道与同发路交汇处东北,18,23,2015,86184,+1.37%,
https://donghaianwk4qi.fang.com/villa/,万科东海岸四期别墅,别墅,4.0,盐田,梅沙,大梅沙外环路高速公路北侧,0,23,2008,66795,-4.45%,
https://wuzigongyu.fang.com/,伍兹公寓,住宅,5.0,南山,蛇口,望海路和工业二路交汇处(南海酒店对面),12,23,2012,98651,+1.43%,
https://xilongshanzhuang.fang.com/,曦龙山庄一期,住宅,2.5,罗湖,黄贝岭,罗沙路南侧罗芳山588号,14,23,2000,45503,-0.13%,
https://ziyouguangchangxh.fang.com/,信和自由广场,住宅,5.0,南山,南油,南海大道与东滨路交汇处,11,23,2006,67960,-1.2%,
https://hanchengxmh.fang.com/,香蜜湖瀚城,住宅,3.5,福田,香蜜湖,福田区香蜜湖路与北环大道交汇处,9,23,2006,97693,+0.77%,
https://hongyahuayuan0755.fang.com/3/,雅豪轩,住宅,5.0,宝安,新安,宝安34区建安一路与上川二路交汇处,6,23,1999,44835,-0.62%,
https://yitiancun.fang.com/,益田村,住宅,4.0,福田,石厦,益田路与福强路交汇处,9,23,1995,60679,-1.48%,
https://yilongfengjingyuan.fang.com/,怡龙枫景园,住宅,3.5,龙岗,龙岗中心城,龙岗街道建新街与翠竹街交汇处,7,23,2010,33640,-1.34%,
https://hongshuwanzx.fang.com/2/,中信红树湾二期,住宅,3.0,南山,华侨城,白石二道8号,11,23,2006,118385,-0.17%,
https://yishanjunhuayuanzs.fang.com/3/,招商依山郡花园三期,住宅,3.0,龙岗,龙岗中心城,龙岗区龙城街道龙平西路与黄阁北路交汇处..,4,23,2009,41304,+0.40%,
https://weigangzy.fang.com/villa/,卓越维港别墅,别墅,4.0,南山,后海,科苑大道西招商路与工业八路之间,8,23,2008,151428,+0.37%,
https://076136.fang.com/esf/,卓越东部蔚蓝海岸,住宅,0.0,惠州,大亚湾区,西区西三大道北侧(紧邻石化大道),0,23,2016,10917,+1.07%,
https://bandaoyuan.fang.com/,半岛苑,住宅,3.5,龙岗,布吉,布吉镇布龙公路与深惠公路交汇处,4,22,2000,33905,+1.63%,
https://baoliyuedu.fang.com/,保利悦都,住宅,4.0,龙华区,龙华,龙华街道龙观东路与清龙路交汇处(龙华线..,26,22,1900,48036,+2.23%,
https://changfengyuan.fang.com/,长丰苑,住宅,5.0,罗湖,东门,春风路与南极路交界处,6,22,2000,39565,+0.12%,
https://yichengfengjingcc.fang.com/,创城宜城风景,住宅,3.0,龙岗,坪地,坪地龙岗大道-坪地中学彩云体育馆对面,11,22,2015,32874,+1.11%,
https://diecuixinfeng.fang.com/,叠翠新峰,住宅,2.5,龙岗,龙岗中心城,鹏达路与碧新路交汇处西北侧,6,22,2004,31078,+0.94%,
https://anshanglinju.fang.com/,岸上林居,住宅,2.5,龙岗,龙岗中心城,中心城龙城大道与盐龙大道交汇处(阅山公..,1,22,2015,36763,-0.2%,
https://gaozhenghaojing.fang.com/,高正豪景花园,住宅,3.0,光明区,光明,光明街道办滨河,0,22,2003,10523,-2.32%,
https://huahaoyuan.fang.com/,花好园,住宅,5.0,福田,上下沙,滨河大道辅路与东涌路交汇处,41,22,2004,69520,+0.09%,
https://hailidasha.fang.com/,海丽大厦,住宅,5.0,罗湖,黄贝岭,罗湖区文锦中路1018号,1,22,1993,46011,-2.59%,
https://huahuiyunmen.fang.com/,华晖云门,住宅,3.0,南山,西丽,南方科技大学正门南侧-留仙大道以北-学苑..,8,22,2015,81143,+0.19%,
https://jinhaiwanhuayuan.fang.com/,金海湾花园,住宅,5.0,福田,上下沙,沙嘴路和福荣路交汇处,21,22,2001,71231,-0.56%,
https://keyuanjzy.fang.com/3/,佳兆业可园三期,住宅,3.5,龙岗,布吉,布吉镇布沙路,3,22,2005,51371,+4.55%,
https://jinshanbihaihuayuan.fang.com/,金山碧海花园,住宅,3.0,盐田,盐田港,盐田区盐田港后方陆域同富裕路,0,22,2009,46920,-2.5%,
https://linghuiguangchangjh.fang.com/,佳华领汇广场,住宅,3.0,龙岗,坂田,坂田街道吉华路与五和大道交界处西南,10,22,2017,50622,+0.04%,
https://lianhuaercun.fang.com/,莲花二村,住宅,4.0,福田,莲花,红荔路与皇岗路交接西北角,6,22,1992,75931,-0.74%,
https://chuanggongguanlj.fang.com/,朗钜创公馆,住宅,3.0,福田,华强,区燕南路与振中路交汇处,21,22,2015,100744,-0.08%,
https://majialongxiaoqu.fang.com/,马家龙小区,住宅,2.5,南山,南头,深圳市南山区虹步路89号,3,22,1995,53927,+0.09%,
https://shuijinghuayuan.fang.com/,水晶花园,住宅,2.5,龙岗,布吉,龙岗布吉镇水径车站旁,0,22,1991,10464,-6.1%,
https://diwuyuanwk.fang.com/,万科第五园,住宅,4.0,龙岗,坂田,龙岗梅观高速与布龙公路交汇处,3,22,2007,63276,-6.28%,
https://donghaiansanqi.fang.com/3/,万科东海岸三期,住宅,4.0,盐田,梅沙,大梅沙盐坝高速公路的西北侧,3,22,2005,47787,+1.27%,
https://jingtaiwk.fang.com/,万科第五园景台,住宅,3.5,龙岗,坂田,雅园路26-3附近,4,22,2009,52185,+1.12%,
https://jinyudongjunwk2.fang.com/,万科金域东郡,住宅,3.5,坪山区,坪山,龙岗坪山街道大工业区行政中心区(中心公..,1,22,2011,34059,+0.50%,
https://xinhaigalan.fang.com/,心海伽蓝,住宅,3.5,盐田,梅沙,大梅沙环梅路26号,4,22,2004,43144,-0.07%,
https://xianguandi.fang.com/,西岸观邸,住宅,3.5,宝安,宝安中心区,宝安大道与甲岸路交汇处,16,22,2006,95825,-1.31%,
https://sijishanshuixsj.fang.com/,新世界四季山水,住宅,5.0,福田,梅林,梅林龙尾路东侧-南开附中、基督教堂北侧,16,22,2010,88037,+3.04%,
https://xishan.fang.com/,溪山,住宅,3.0,龙华区,龙华,龙华街道梅观高速公路东侧,7,22,2009,54492,-0.3%,
https://chengshigongyuxl.fang.com/,西丽城市公寓,住宅,2.0,南山,西丽,西丽镇留仙大道,27,22,2004,19368,-0.29%,
https://xihuicheng.fang.com/3/,西荟城三期,住宅,3.0,宝安,沙井,沙井镇新沙路与新银阁路交汇处,6,22,2014,41697,-1.55%,
https://yangguangmingju0755.fang.com/,阳光明居,住宅,4.0,罗湖,布心,金稻田路1048号,2,22,1999,58544,+1.30%,
https://yishanjunhuayuanzs.fang.com/2/,招商依山郡花园二期,住宅,3.0,龙岗,龙岗中心城,龙平西路与黄阁北路交汇处,3,22,2007,39710,-1.28%,
https://anbolijing.fang.com/,安柏丽晶,住宅,3.0,福田,景田,深南中路与新闻路交汇处,4,21,2003,68060,-2.58%,
https://baihuagongyu.fang.com/2/,百花公寓二期,住宅,5.0,福田,华强,福田区百花三路,2,21,2003,111765,+0.18%,
https://caifucheng.fang.com/esf/,财富城,住宅,2.0,坪山区,坪山,中心区行政二路(坪山实验学校对面),0,21,1900,35915,+0.88%,
https://deyiminju.fang.com/,德意名居,住宅,4.0,南山,西丽,西丽路西丽湖路4221,10,21,2008,72369,+2.10%,
https://futongtianjun.fang.com/,富通天骏,住宅,4.0,龙华区,龙华,龙华镇和平西路与中环路交汇处,20,21,2003,44980,+3.15%,
https://gongyuandadi.fang.com/villa/,公园大地别墅,别墅,3.0,龙岗,龙岗中心城,龙翔大道与吉祥中路交汇处,1,21,2009,64545,-1.48%,
https://gaoerfuhuayuanta.fang.com/2/,高尔夫海景花园,住宅,3.5,福田,车公庙,泰然一路10号,3,21,1999,60451,-2.76%,
https://xiaojingwanhr.fang.com/,华润小径湾,住宅,0.0,惠州,大亚湾区,小径湾(惠深沿海高速小径湾出口即达),0,21,2016,13094,-1.83%,
https://huifangyuan.fang.com/,荟芳园,住宅,4.0,南山,南油,南海大道与学府路交界处,5,21,1998,51308,-1.53%,
https://huijinmingyuan.fang.com/,汇锦名园,住宅,5.0,罗湖,黄贝岭,凤翔街36号,5,21,2005,55175,-0.02%,
https://hongganghuayuan0755.fang.com/,红岗花园,住宅,2.0,罗湖,泥岗,罗湖泥岗东百安居对面路,5,21,1987,37851,-3.71%,
https://hongweidesenlin.fang.com/,鸿威de森林,住宅,2.5,龙岗,龙岗中心城,龙岗中心城五联朱古石社区连心路(清林径..,1,21,2015,29725,-1.47%,
https://huashengguanhui.fang.com/,华盛观荟,住宅,2.0,龙华区,观澜,观澜街道泗黎路与悦兴路交汇处,8,21,1900,40061,+0.70%,
https://yueshanhuhd.fang.com/esf/,恒地悦山湖,住宅,2.5,龙岗,横岗,横岗街道办康乐路与横一路交汇处东北角(..,9,21,2016,39100,+0.13%,
https://jingdianjiayuanjz.fang.com/,金众经典家园,住宅,5.0,罗湖,蔡屋围,宝安南路与红桂路交汇处,1,21,2002,64391,+0.75%,
https://xiangshimeilin.fang.com/,金众香诗美林,住宅,3.0,福田,竹子林,深南大道园博园旁,7,21,2005,86347,+0.65%,
https://jinsehaiqinyuan.fang.com/,金色海琴苑,住宅,5.0,南山,蛇口,蛇口后海路东角头后海大道与科苑路交汇处,6,21,2005,64978,+1.79%,
https://yekejzy.fang.com/4/,佳兆业可园四期,住宅,5.0,龙岗,布吉,布吉镇布沙路,6,21,2005,46065,+1.59%,
https://jiabinhuayuan.fang.com/,嘉宾花园,住宅,5.0,罗湖,宝安南,罗湖区宝安南路1050号,6,21,1999,43179,-4.19%,
https://jingminxincheng.fang.com/,景民新城,住宅,2.5,龙岗,布吉,景民路122号,0,21,1900,14379,-7.33%,
https://luhuyihaojd.fang.com/,金地鹭湖1号,住宅,3.0,龙华区,观澜,梅观高速与环观南路交汇处鹭湖国际住区,1,21,1900,45444,+1.32%,
https://xiaoqukjy.fang.com/,科技园小区,住宅,4.0,南山,科技园,南山区科技园科苑路,1,21,1991,57965,-0.98%,
https://kaixuantrc.fang.com/esf/,凯旋TRC,住宅,3.0,龙岗,布吉,金利路和金鹏路交汇处,0,21,2020,50612,+0.43%,
