content,productColor,productSize,referenceName
南极人文胸值得信赖的品牌，价格优惠质量与实体店没差别，我已经是第二次买了，大家放心购买。,清新色,75A/34A,南极人无钢圈文胸夏薄款深V调整型女内衣小胸罩一片式隐形无痕性感聚拢文胸 酒红 80A/36A
二次购买，第一次买一件试穿了一下，没想到39块能买到这么好的内衣，第二次买了三件，真的很不错。,畅销色,80A/36A,南极人无钢圈文胸夏薄款深V调整型女内衣小胸罩一片式隐形无痕性感聚拢文胸 酒红 80A/36A
质量还挺不错的，期待中好穿吧&hellip;&hellip;,肤色,34B=75B,南极人无钢圈文胸套装小胸聚拢胸罩性感深V无痕拉丝一片式调整型侧收副乳女士内衣 西瓜红 32B=70B
本来订的是灰色，到货是黑色，都是穿里面的，算了。看着南极人才买的，很少网上买内衣，怕不合穿，回来试了，刚好，就是边位和肩带扣位有的硬硬的感觉，希望洗过后会好点，总体来说都可以吧。,银灰色,36B=80B,南极人无钢圈文胸套装小胸聚拢胸罩性感深V无痕拉丝一片式调整型侧收副乳女士内衣 西瓜红 32B=70B
质量太好了，出乎意料，在实体店，要买200多，以后还会光顾，喜欢的妹妹，别犹豫,071蓝色,80B/36B,馨雅丽 聚拢文胸 深V聚拢调整型女士内衣小胸罩 性感侧收副乳美背四排扣文胸 071红色 85B/38B
聚拢效果不错，特价买，其他的几件都不错，希望不会那么容易变形，京东快递就是快，5星好评,071肤色,80B/36B,馨雅丽 聚拢文胸 深V聚拢调整型女士内衣小胸罩 性感侧收副乳美背四排扣文胸 071红色 85B/38B
京东快递送货上门，买东西上京东，内衣确实不错，跟图上一样，值得购买价格也不算贵,h03无痕黑色,75B/34B,馨雅丽 聚拢文胸 深V聚拢调整型女士内衣小胸罩 性感侧收副乳美背四排扣文胸 071红色 85B/38B
挺好穿的，也不知道买了多少个了，嗯，3个一起买的，价格很便宜，会再来回购哒,天使款【酒红】薄,80C/36C,向大大内衣无钢圈性感聚拢调整美背型文胸女蕾丝无痕光面胸罩小胸上托舒适透气花边收副乳套装 拉丝款【浅紫】厚 75B/34B
款式很好看，挑了三款一起买的，价格很划算，很不错，颜色也很正，会再来回购。,美人鱼【大红】薄,80C/36C,向大大内衣无钢圈性感聚拢调整美背型文胸女蕾丝无痕光面胸罩小胸上托舒适透气花边收副乳套装 拉丝款【浅紫】厚 75B/34B
对小胸超级友好，拨一拨两边的肉肉，全部都到中间，然后小胸也有沟，袋子里的东西是我自己的，不是赠品,虾红色,34/75A,南极人无钢圈文胸小胸聚拢调整型一片式无痕光面性感深V侧收副乳防外扩内衣女胸罩 黑色 34/75B
对小胸超级友好，波一波两边的肉，全部都走到中间去，那个沟超级明显。,黑色,34/75A,南极人无钢圈文胸小胸聚拢调整型一片式无痕光面性感深V侧收副乳防外扩内衣女胸罩 黑色 34/75B
穿起来很舒服，比实体店便宜多了。,黑色,75B,都市丽人内衣女无钢圈薄模杯薄款胸罩性感蕾丝舒适手掌杯聚拢刺绣女士文胸ABC杯2B6513 粉色 75B
很漂亮，穿着也合适舒服！很满意！,肤色,75B,都市丽人内衣女无钢圈薄模杯薄款胸罩性感蕾丝舒适手掌杯聚拢刺绣女士文胸ABC杯2B6513 肤色 75B
这是第二次买了，质量好，这家值得信赖,黑色,80B,都市丽人内衣女深V聚拢胸罩性感蕾丝无钢圈调整型AB中厚C薄女士内衣 文胸2B6509 肤色 75B
胸罩收到了，包装很结实！材质摸起来非常舒服，颜色也很正，穿起来很性感很诱人，尽显身材！质量也很满意等穿一段时间后再来光顾,黑色,34B=75B,欧仙岱 女性无钢圈蕾丝内衣文胸 聚拢调整修复型防外扩性感本命年胸罩 黑色 34B=75B
哈哈，买来本命年穿的，内衣面料柔软舒适，杯型标准，试穿了一下，刚刚好，质量不错呢(??&amp;omega;??)??,黑色,34B=75B,欧仙岱 女性无钢圈蕾丝内衣文胸 聚拢调整修复型防外扩性感本命年胸罩 黑色 34B=75B
618买的，超划算的，比在实体店买划算很多。一向用都市丽人的内衣，除了带子比较容易变形外，其他的质量都不错。,肤色,85C/38,都市丽人内衣女光面健康透气大码胸罩性感聚拢无痕无钢圈舒适文胸深v调整上托女士文胸2B7513 大红 75B/34
质量不错?，价格实惠，还没穿，穿过后再评价，先给个大大的好评?，哈哈?,肤色,90D/40,都市丽人内衣女光面健康透气大码胸罩性感聚拢无痕无钢圈舒适文胸深v调整上托女士文胸2B7513 大红 75B/34
买的时候遇上活动，货源紧张，足足等了十来天呀 不过值得等待的都是好的，真心没让我失望，没让我白等，去年就买了四套，这回选了不一样的款和花色，感觉比去年的更好，上薄下厚的杯型很适合生完小孩缩水的小胸，真正的物超所值！,大红色,75A/34A,馨雅丽时尚提花暗纹内衣胸罩 无钢圈聚拢性感文胸H03 大红色 85B/38B
宝贝漂亮，喜欢，质量很好，无论表面还是里面质量都很好，值得信赖的，给五个星,蓝灰,80B/36B,馨雅丽时尚提花暗纹内衣胸罩 无钢圈聚拢性感文胸H03 大红色 85B/38B
今天刚到还没试穿&hellip;&hellip;,肤色+黑色 文胸优惠组合,34B/75B 上薄下厚款,悦薇赏内衣文胸女士调整美背型聚拢少女小胸无钢圈胸罩YWS010 银灰色+ 黑色 文胸优惠组合 36B/80B 上薄下厚款
满意的，试穿了合适。,肤色（单件）,36A/80A 上薄下厚款,悦薇赏内衣文胸女士调整美背型聚拢少女小胸无钢圈胸罩YWS010 银灰色+ 黑色 文胸优惠组合 36B/80B 上薄下厚款
宝贝收到了，物流很快，试穿了一下，很舒服，弹性大，我喜欢运动，准备再买几件，换着穿，超赞?,肤色,M,日本文胸女无钢圈运动内衣聚拢超薄款背心防震无痕睡眠跑步瑜伽抹胸 肤色  -圆领 M
内衣穿上好舒服就和没穿一样舒服，对比了无数家，最后才选择了这家，面料也很舒服，看到销量不错，评价也挺好，就抱着试试的心态买了，面料很舒适，清爽透气，面料超舒适，清爽透气，一体式设计，没有背扣，秒脱秒穿有多爽你造吗无痕无钢圈，让我彻底体验了没有bra般的轻松自由，高品质体验，收到的时候包装完整，质量也是杠杠滴，卖家服务态度真的是很好，服务一流，很耐心,肤色,M,日本文胸女无钢圈运动内衣聚拢超薄款背心防震无痕睡眠跑步瑜伽抹胸 肤色  -圆领 M
产品质量很好，双11搞活动时买的，力度很大，一下子买了三件，留着慢慢穿吧！,妃粉色,80A/36A,欧迪芬聚拢文胸蕾丝深V性感内衣女调整型聚拢上托收副乳奶罩胸衣XB6106 妃粉色 80B/36B
刚收到，这是送给她人的！颜色跟~很接近，摸起来手感也不错。,水晶肤,80A/36A,欧迪芬聚拢文胸蕾丝深V性感内衣女调整型聚拢上托收副乳奶罩胸衣XB6106 妃粉色 80B/36B
满意，非常好的文胸，烟灰色没有一点色差，完全和图片一样。穿上效果也很好，比我在实体店买的还好一些呢,浅灰,34B/75B,奥海儿 聚拢无钢圈文胸秋冬拉绳本命年性感深V少女无痕调整型光面胸罩内衣 肤色套装 36A/80A
物流及时，商品价廉物美  还会再买的，希望京东一直注重品质 还是挺舒服的,大红色,40C/90C,奥海儿 聚拢无钢圈文胸秋冬拉绳本命年性感深V少女无痕调整型光面胸罩内衣 肤色套装 36A/80A
物流及时，商品价廉物美  还会再买的，希望京东一直注重品质,大红色,38C/85C,奥海儿 聚拢无钢圈文胸秋冬拉绳本命年性感深V少女无痕调整型光面胸罩内衣 肤色套装 36A/80A
尺码标准，面料舒适，透气性好，很不错。,红色,85C/38,都市丽人内衣女光面无痕无钢圈女式时尚青年优雅胸罩中模杯纯色性感舒适柔滑聚拢女士文胸2B7522 红色 85C/38
宝贝很好，物美廉价，下次再来,深绿,85C/38,都市丽人内衣女光面无痕无钢圈女式时尚青年优雅胸罩中模杯纯色性感舒适柔滑聚拢女士文胸2B7522 红色 85C/38
柔软，好评，趁着活动买真实惠，好喜欢，就喜欢这种评价的，质量还好的,浅粉,75B/34,都市丽人内衣女光面无痕无钢圈女式时尚青年优雅胸罩中模杯纯色性感舒适柔滑聚拢女士文胸2B7522 红色 85C/38
质量很不错，与卖家描述的一样，特别喜欢，超出了期望值，发货速度还是非常快的，包装非常仔细、严实，仔细检查了一下，没有磨损破坏的地方，物流公司服务态度还是很好的，运送速度也很快，居然送到家门口。很满意的一次购物，值得推荐。店里人蛮好的，服务态度特好，非常有耐心，详细的回答了我的问题，下次有需要还会再找你~,伯爵紫色,75B,梦芭蒂文胸聚拢无痕小胸内衣无钢圈性感套装本命年红色蕾丝少女胸罩 伯爵紫色 75B
家里的内衣几乎都是这个牌子的，一如既往的支持，商品质量不错好，价格实惠，发货送货速度超快，客服很专业哦，态度好，5星好评,伯爵紫色,75B,梦芭蒂文胸聚拢无痕小胸内衣无钢圈性感套装本命年红色蕾丝少女胸罩 伯爵紫色 75B
此用户未填写评价内容,主推色,70B/32B,南极人无钢圈文胸上托侧收调整型少女士内衣小胸罩一片式隐形无痕性感聚拢文胸 清新色 75C/34C
挺好的，只是没有配内裤。还没有试穿，相信很合适。以后还会继续购买的，京东物流快，而且快递员特负责任。给快递哥一个赞。?,主推色,80B/36B,南极人无钢圈文胸上托侧收调整型少女士内衣小胸罩一片式隐形无痕性感聚拢文胸 清新色 75C/34C
挺好的，没有色差，摸着也挺舒服，挺满意的，穿一段时间看看，好的话会再次购买，祝卖家生意兴隆，快递也挺快,主推色,80B/36B,南极人无钢圈文胸上托侧收调整型少女士内衣小胸罩一片式隐形无痕性感聚拢文胸 清新色 75C/34C
内内不错，颜色也差不多，价格也优惠，就是感觉里料的颜色不太对吖，有点偏黄，布料手感摸着还可以，弹性很足。罩杯是小点适合胸小的，大点的穿着时间久了，有印痕挤的难受。以后慎选一片式内衣?,莎莎公主香槟色,75A/34A,南极人无钢圈文胸夏薄款深V调整型女内衣小胸罩一片式隐形无痕性感聚拢文胸 酒红 80A/36A
我已经买了多次南极人的内衣了，很软很舒服，尺码很正确，也很聚拢，我很喜欢！颜色也很正，很好看，配衣服，也很好配，我已经买了好多次的南极人的衣服了,清新色,85B/38B,南极人无钢圈文胸夏薄款深V调整型女内衣小胸罩一片式隐形无痕性感聚拢文胸 酒红 80A/36A
内衣型是真的赞，做工呢就真的是这个价钱了，有线头，里料也不是棉的，不过几十块钱也可以了，至少穿着是真的舒服，还有五金，能不能换好一点的咯，希望改进。,黑色,80C/36C,南极人无钢圈文胸夏薄款深V调整型女内衣小胸罩一片式隐形无痕性感聚拢文胸 酒红 80A/36A
感觉色彩很正，价格合理；就是有的厚！,红色上薄下厚,36/80,南极人无钢圈文胸套装小胸聚拢胸罩性感深V无痕拉丝一片式调整型侧收副乳女士内衣 西瓜红 32B=70B
质量超级的差，而且物流也慢，连内衣的牌子都没有南极人的标示～打开气味难闻，不值这个价，地摊货5块钱的东西,大红色,36A=80A,南极人无钢圈文胸套装小胸聚拢胸罩性感深V无痕拉丝一片式调整型侧收副乳女士内衣 西瓜红 32B=70B
第三次购买了商品，真心的好！值得推荐给大家,h03无痕红色,85C/38C,馨雅丽 聚拢文胸 深V聚拢调整型女士内衣小胸罩 性感侧收副乳美背四排扣文胸 071红色 85B/38B
第三次购买了商品，质量真好！,071蓝色,85C/38C,馨雅丽 聚拢文胸 深V聚拢调整型女士内衣小胸罩 性感侧收副乳美背四排扣文胸 071红色 85B/38B
宝贝收到非常好快递员给力，但没用，用过之后再追评。,071蓝色,80B/36B,馨雅丽 聚拢文胸 深V聚拢调整型女士内衣小胸罩 性感侧收副乳美背四排扣文胸 071红色 85B/38B
已经第二次购买了，满意！就是包装有些简陋，盒子已经压的严重变形了，还好是衣服，如果是易碎品早就报废了，期待有所改善吧。,升级款【粉色】薄,70B/32B,向大大内衣无钢圈性感聚拢调整美背型文胸女蕾丝无痕光面胸罩小胸上托舒适透气花边收副乳套装 拉丝款【浅紫】厚 75B/34B
试穿了一下非常舒服，内裤看着有点瘦，没穿，大品牌，就是好，下次还会光顾本店，也会向朋友推荐,蕾丝款【浅紫】薄,85B/38B,向大大内衣无钢圈性感聚拢调整美背型文胸女蕾丝无痕光面胸罩小胸上托舒适透气花边收副乳套装 拉丝款【浅紫】厚 75B/34B
东西很好，很喜欢，店家人很好，来来回回退换码呢，服务态度很好，满分好评啊，以后认准你家东西了,拉丝款【大红】厚,85B/38B,向大大内衣无钢圈性感聚拢调整美背型文胸女蕾丝无痕光面胸罩小胸上托舒适透气花边收副乳套装 拉丝款【浅紫】厚 75B/34B
真的不错，需要的姐妹们可以下单,银灰色,34/75B,南极人无钢圈文胸小胸聚拢调整型一片式无痕光面性感深V侧收副乳防外扩内衣女胸罩 黑色 34/75B
打开包装有点味，洗洗就好了，号码有点小,浅紫色,40/90C,南极人无钢圈文胸小胸聚拢调整型一片式无痕光面性感深V侧收副乳防外扩内衣女胸罩 黑色 34/75B
平均下来50元，还可以，没有味道。不算紧。,粉色,75C,都市丽人内衣女无钢圈薄模杯薄款胸罩性感蕾丝舒适手掌杯聚拢刺绣女士文胸ABC杯2B6513 肤色 75B
此用户未填写评价内容,黑色,75B,都市丽人内衣女无钢圈薄模杯薄款胸罩性感蕾丝舒适手掌杯聚拢刺绣女士文胸ABC杯2B6513 肤色 75B
宝贝收到了，挑来挑去挑了你家的！回来赶紧试试，没辜负我的期望，好看而且聚胸效果还好！价格也实惠，喜欢的赶紧入手吧！,黑色,34B=75B,欧仙岱 女性无钢圈蕾丝内衣文胸 聚拢调整修复型防外扩性感本命年胸罩 黑色 34B=75B
内衣聚拢效果不错，质量做工也挺好的，穿着也柔软舒适透气，下水洗了也没发现掉色变形什么的，超性感，，值得推荐购买！,黑色,34B=75B,欧仙岱 女性无钢圈蕾丝内衣文胸 聚拢调整修复型防外扩性感本命年胸罩 黑色 34B=75B
非常满意哦！很薄的。换内衣都是在这买的。比我们这小城市实体店里的样式多好看还便宜点,肤色,85C/38,都市丽人内衣女光面健康透气大码胸罩性感聚拢无痕无钢圈舒适文胸深v调整上托女士文胸2B7513 大红 75B/34
货我已经收到啦，货挺好的，质量也挺好的。大小都差不多的，恩，挺不错的，给个赞。款式和颜色都很喜欢。,黑色,80B/36B,馨雅丽时尚提花暗纹内衣胸罩 无钢圈聚拢性感文胸H03 大红色 85B/38B
内内收到了，特地穿过才来评价的，效果不错就是洗的时候有股像墨水味，晒干了又没了。这是神马情况,黑色,85A/38A,馨雅丽时尚提花暗纹内衣胸罩 无钢圈聚拢性感文胸H03 大红色 85B/38B
收到了，还不错,肤色+银灰色 文胸套装优惠组合,36A/80A 上薄下厚款,悦薇赏内衣文胸女士调整美背型聚拢少女小胸无钢圈胸罩YWS010 银灰色+ 黑色 文胸优惠组合 36B/80B 上薄下厚款
感觉不错，挺舒服,肤色  -圆领,L,日本文胸女无钢圈运动内衣聚拢超薄款背心防震无痕睡眠跑步瑜伽抹胸 肤色  -圆领 M
店家服务态度好，而且发货快，物流也特别给力！面料柔软，轻轻的摸上去超级舒服，手感很好，做工也非常精致，回家试穿了，尺码刚刚好，码数很标准，上身特别舒服，感觉好像没有穿内衣一样，超级满意的 打算再购买几件轮流穿，真的特别不错，会推荐给朋友的。穿在身上舒服，根本不想脱下来，聚拢效果非常不错，重点是收副乳，款式新颖，喜欢，好评666,肤色,M,日本文胸女无钢圈运动内衣聚拢超薄款背心防震无痕睡眠跑步瑜伽抹胸 肤色  -圆领 M
超好 ，质量也很不错哦，已经是第二次购买了，以后都在他们家买内衣,升级【薄】粉色,90C/40C,向大大内衣文胸套装聚拢调整侧收上托无痕美背定型透气吸汗无钢圈文胸U型性感内衣套装收副乳胸罩 经典【薄】粉色 75B/34B
第一次在京东买内衣，看着很好质量也不错?，好评好评好评,蕾丝薄款紫色,75B=34B,向大大无钢圈内衣正品文胸套装拉丝蕾丝薄款内衣女聚拢加厚收副乳胸罩 蕾丝厚款红色 80B=36B
内衣跟想象中一样好、下次会继续光顾，活动价也是比较划算的,妃粉色,75B/34B,欧迪芬聚拢文胸蕾丝深V性感内衣女调整型聚拢上托收副乳奶罩胸衣XB6106 妃粉色 80B/36B
宝贝收到了！质量很好！物流快速！穿着舒服大小合适！又有型！一下买了三个都很好！,黑色,80A/36A,欧迪芬聚拢文胸蕾丝深V性感内衣女调整型聚拢上托收副乳奶罩胸衣XB6106 妃粉色 80B/36B
此用户未填写评价内容,肤色,36A/80A,奥海儿 聚拢无钢圈文胸秋冬拉绳本命年性感深V少女无痕调整型光面胸罩内衣 肤色套装 36A/80A
里外都特别柔软。A杯上薄下厚的，C杯是薄的，还有透气孔很好哦～不闷热,粉色,34B/75B,奥海儿 聚拢无钢圈文胸秋冬拉绳本命年性感深V少女无痕调整型光面胸罩内衣 肤色套装 36A/80A
东西还行   活动优惠   就是有个味道很重,黑色,80A/36,都市丽人内衣女光面无痕无钢圈女式时尚青年优雅胸罩中模杯纯色性感舒适柔滑聚拢女士文胸2B7522 红色 85C/38
很喜欢，尺码标准，感觉舒服，第一次买很喜欢，,黑色,80B/36,都市丽人内衣女光面无痕无钢圈女式时尚青年优雅胸罩中模杯纯色性感舒适柔滑聚拢女士文胸2B7522 红色 85C/38
挺合适的，按平常码购买的，没有下滑掉下来的感觉，无论是质量上还是价格上都挺满意的，重要的是是真的不会下滑。难得遇到合适的，百搭衣服。真的很不错。罩杯薄厚适中 然后衣服到手上的时候，质量真的很好，绝对对的,伯爵紫色,75B,梦芭蒂文胸聚拢无痕小胸内衣无钢圈性感套装本命年红色蕾丝少女胸罩 伯爵紫色 75B
试过了很好穿着很舒服  托胸效果不错。在这个店买了第三个了。?,性感色,85A/38A,南极人无钢圈文胸上托侧收调整型少女士内衣小胸罩一片式隐形无痕性感聚拢文胸 清新色 75C/34C
是我喜欢的颜色，好看，还没穿，穿过再来评价，不过看着蛮好看的，下次还会再来,主推色,85B/38B,南极人无钢圈文胸上托侧收调整型少女士内衣小胸罩一片式隐形无痕性感聚拢文胸 清新色 75C/34C
无钢圈文胸，很舒服，聚拢效果很好，c 码的罩杯大点，穿上正好，薄厚度也正好。感觉很舒服，满天星黑色穿上更性感。满意。送货速度快。,满天星黑色,80C/36C,南极人无钢圈文胸夏薄款深V调整型女内衣小胸罩一片式隐形无痕性感聚拢文胸 酒红 80A/36A
隐形无痕，无钢圈南极人文胸，聚拢效果很好，穿上也很舒适。满天星香槟色也满意，就是A 罩杯的有点小，上薄下厚，适合小点的戴。大罩杯的慎选，送货也快，整体购物满意。,美人条香槟色,80C/36C,南极人无钢圈文胸夏薄款深V调整型女内衣小胸罩一片式隐形无痕性感聚拢文胸 酒红 80A/36A
第一次在网上购买内衣之内的，收到看了看，感觉不错，我第一次在网上买的还是挺满意的，喜欢，穿了舒服，还来光顾本店,大红色,36B=80B,南极人无钢圈文胸套装小胸聚拢胸罩性感深V无痕拉丝一片式调整型侧收副乳女士内衣 西瓜红 32B=70B
很少机会遇到这么实惠的内衣，试穿了，总体感觉还是可以的，美中不足的就是边位和捐带有的硬硬的感觉。希望洗过后有所改变了。,西瓜红,36B=80B,南极人无钢圈文胸套装小胸聚拢胸罩性感深V无痕拉丝一片式调整型侧收副乳女士内衣 西瓜红 32B=70B
看到是好看，不是很好穿，可能是自己的身体原因吧?,071黑色,85B/38B,馨雅丽 聚拢文胸 深V聚拢调整型女士内衣小胸罩 性感侧收副乳美背四排扣文胸 071红色 85B/38B
此用户未填写评价内容,071红色,80A/36A,馨雅丽 聚拢文胸 深V聚拢调整型女士内衣小胸罩 性感侧收副乳美背四排扣文胸 071红色 85B/38B
发貨好快，刚收到，迫不及待打开，真是不可思议，质量很好，又实惠，买到家了，我会继续关注这品牌。?,蕾丝款【粉色】薄,75B/34B,向大大内衣无钢圈性感聚拢调整美背型文胸女蕾丝无痕光面胸罩小胸上托舒适透气花边收副乳套装 拉丝款【浅紫】厚 75B/34B
感觉还可以，就是肩带没有像图片那样写着向@，不知道是不是正品，要穿过才知道了,蕾丝款【浅紫】薄,40C/90C,向大大内衣无钢圈性感聚拢调整美背型文胸女蕾丝无痕光面胸罩小胸上托舒适透气花边收副乳套装 拉丝款【浅紫】厚 75B/34B
聚拢效果很好哦！超值啊！不要看评论，只有自己买了才知道好不好～,肤色,34/75A,南极人无钢圈文胸小胸聚拢调整型一片式无痕光面性感深V侧收副乳防外扩内衣女胸罩 黑色 34/75B
聚拢效果很好哦！超值啊！不要看评论，只有自己买了才知道好不好,浅紫色,32/70A,南极人无钢圈文胸小胸聚拢调整型一片式无痕光面性感深V侧收副乳防外扩内衣女胸罩 银灰色 34/75A
聚拢效果很好哦！超值啊！不要看评论，只有自己买了才知道好不好,银灰色,32/70A,南极人无钢圈文胸小胸聚拢调整型一片式无痕光面性感深V侧收副乳防外扩内衣女胸罩 银灰色 34/75A
质量不错，做工精细，看起来很好！价格也很赞！以后会继续关注的！,肤色,75B,都市丽人内衣女无钢圈薄模杯薄款胸罩性感蕾丝舒适手掌杯聚拢刺绣女士文胸ABC杯2B6513 肤色 75B
文胸到手了，试了一下，质量真的不错，大小真的很合适，版型很好看，这个价格也很实惠，我妈都说买值了,酒红色 ,36B=80B,香妮有约 无钢圈内衣文胸 一片式无痕调整型透气前扣聚拢胸罩 酒红色 36B=80B
不好意思，忘记评价了，内衣很好，柔软有弹力不紧绷，做工也好，码数准确，价格也实惠，以后会关注哦,酒红色 ,36B=80B,香妮有约 无钢圈内衣文胸 一片式无痕调整型透气前扣聚拢胸罩 酒红色 36B=80B
买了套装，到手就试穿了一下穿起来感觉很棒，而且这种带子的内衣穿起来不会勒得难受，建议朋友们购买,酒红色 ,36B=80B,香妮有约 无钢圈内衣文胸 一片式无痕调整型透气前扣聚拢胸罩 酒红色 36B=80B
穿着挺舒服的！是自己喜欢的！值得推荐！赞！,肤色,75B/34,都市丽人内衣女无钢圈文胸性感甜美聚拢调整型胸罩3D立体中模杯志玲同款杯里按摩珠女士文胸2B7505 粉色 75B/34
质量不错，做工精细，看起来很好！价格也很赞！以后会继续关注的！,粉色,75B/34,都市丽人内衣女无钢圈文胸性感甜美聚拢调整型胸罩3D立体中模杯志玲同款杯里按摩珠女士文胸2B7505 粉色 75B/34
很惊喜，质量挺好的，和图片一样，第一次穿这样的内衣，很舒服，真的像评论说的一样比较 舒服像没穿内衣一样，很好穿，没有钢圈，摸起来凉凉的，很舒服的料子，内衣很轻薄，柔软丝滑，上身的效果可以很好的展现我的身材，非常非 常舒服,肤色,M,日本文胸女无钢圈运动内衣聚拢超薄款背心防震无痕睡眠跑步瑜伽抹胸 肤色  -圆领 M
质量很好，超薄有弹性，穿上非常舒服，还会再买。物流速度快，拿到货就迫不及待的打开了，看到后惊喜不已，质量杠杠滴，真的是物美价廉哦。打开一看好看极了，太喜欢了，大爱哦，码数我标准，穿着非常合身，做工也特别精致细致，太满意了，以后会多多光顾的，满意，好评,肤色,M,日本文胸女无钢圈运动内衣聚拢超薄款背心防震无痕睡眠跑步瑜伽抹胸 肤色  -圆领 M
第一次购买，发觉偏小一个码80 36B，就联系客服换了大一码的宝贝85 38B。宝贝穿上去，聚拢效果好，感觉舒服，值得购买。感谢客服态度好，耐心。处理问题速度快。赞一个！,虾粉色,80B/36B,时尔菲无钢圈聚拢内衣文胸薄款女胸罩调整型 豆沙色 80B/36B
第二次购买了！媳妇儿说东西可以！价格也不贵！物流也比较给力！全部给五星！！！,虾粉色,80A/36A,时尔菲无钢圈聚拢内衣文胸薄款女胸罩调整型 豆沙色 80B/36B
内衣质量很好。也很性感。穿上很好看。尺码很正。还是今年最流行款。他家的内衣都很好看，我很喜欢,酒红色 ,36B=80B,香妮有约 无钢圈内衣文胸 一片式无痕调整型透气前扣聚拢胸罩 酒红色 36B=80B
质量很好，手感也很好，快递到了，第一时间去清洗了，不掉色，质量过得去，聚拢也很好，物美价廉。,酒红色 ,36B=80B,香妮有约 无钢圈内衣文胸 一片式无痕调整型透气前扣聚拢胸罩 酒红色 36B=80B
质料质量都很好，手感柔软舒适，不小心买错了尺码，京东客服及时联系给予更换，值得一赞，给五星好评??????,肤色,L,南极人 运动文胸防震跑步防走光背心少女内衣聚拢无钢圈文胸瑜伽睡眠无痕胸罩NTX2134单 白色L
质料质量都很好，手感柔软舒适，不小心买错了尺码，京东客服及时联系给予更换，值得一赞，给五星好评??????,黑色,L,南极人 运动文胸防震跑步防走光背心少女内衣聚拢无钢圈文胸瑜伽睡眠无痕胸罩NTX2134单 肤色L
我收到快递，不知道怎么都拆开了，,蝴蝶花肤色,36B=80B,黛天丽 无钢圈文胸小胸聚拢调整型一片式无痕光面性感深V侧收副乳防外扩内衣本命年女胸罩 粉色 38C=85C
内衣收到了，质量真心不错，快递也很给力，喜欢的朋友可以放心购买吧,拉丝【厚】浅紫,75B/34B,向大大内衣文胸套装聚拢调整侧收上托无痕美背定型透气吸汗无钢圈文胸U型性感内衣套装收副乳胸罩 经典【薄】粉色 75B/34B
加购车一段时间，终于下手！包装高大尚，摸着挺舒服！期待效果&hellip;&hellip;,经典【厚】黑色,75A/34A,向大大内衣文胸套装聚拢调整侧收上托无痕美背定型透气吸汗无钢圈文胸U型性感内衣套装收副乳胸罩 经典【薄】粉色 75B/34B
质量很好，就是物流配送有点慢，内衣质量还是不错的好评,蕾丝薄款肤色,75B=34B,向大大无钢圈内衣正品文胸套装拉丝蕾丝薄款内衣女聚拢加厚收副乳胸罩 蕾丝厚款红色 80B=36B
东西不错很不错，下次在用。希望大家选择,蕾丝厚款粉色,75C=34C,向大大无钢圈内衣正品文胸套装拉丝蕾丝薄款内衣女聚拢加厚收副乳胸罩 蕾丝厚款红色 80B=36B
优惠力度很大，东西很不错，给五星！,妃粉色,80B/36B,欧迪芬聚拢文胸蕾丝深V性感内衣女调整型聚拢上托收副乳奶罩胸衣XB6106 妃粉色 80B/36B
内衣好不好看细节就知道哟&hellip;&hellip;真的挺喜欢这个牌子这款内衣，穿着舒服质量好而且实惠的内衣我想大家都需要呢&hellip;&hellip;买了好多内衣了还就这几件是我最爱！,珍珠米,85D/38D,欧迪芬聚拢文胸蕾丝深V性感内衣女调整型聚拢上托收副乳奶罩胸衣XB6106 妃粉色 80B/36B
物美价廉，5个颜色都买了，很正，下面绳子拉一下就聚拢了,黑色,34B/75B,奥海儿 聚拢无钢圈文胸秋冬拉绳本命年性感深V少女无痕调整型光面胸罩内衣 肤色套装 36A/80A
看上去很透气，穿起来很聚拢,大红色,34B/75B,奥海儿 聚拢无钢圈文胸秋冬拉绳本命年性感深V少女无痕调整型光面胸罩内衣 肤色套装 36A/80A
这个颜色很适合夏天，轻薄舒适。非常喜欢，大小也很合适,杏色,70A/32,都市丽人内衣女光面无痕无钢圈女式时尚青年优雅胸罩中模杯纯色性感舒适柔滑聚拢女士文胸2B7522 红色 85C/38
质量很好，穿着舒服，款式也很好看 聚拢好。和店家描述的完全一致，是我想要的那种效果，真心不错。,紫色无钢圈厚杯,75B,梦芭蒂文胸聚拢无痕小胸内衣无钢圈性感套装本命年红色蕾丝少女胸罩 伯爵紫色 75B
质量很好，款式好看，重要的是聚拢效果比较好。性价比高值得拥有，希望有点优惠~,紫色无钢圈厚杯,75B,梦芭蒂文胸聚拢无痕小胸内衣无钢圈性感套装本命年红色蕾丝少女胸罩 伯爵紫色 75B
东西非常好 没有损坏 已经用起来了 十分和我心意 但是总觉地不是那么结实 就像是实体店里买的 但是网购总是这样的 可能就是电商产品呢 不管怎样 用起来都是不错的 快递小哥也非常贴心 人很好 满分100给90吧,清新色,85B/38B,南极人无钢圈文胸上托侧收调整型少女士内衣小胸罩一片式隐形无痕性感聚拢文胸 清新色 75C/34C
东西非常好 没有损坏 已经用起来了 十分和我心意 但是总觉地不是那么结实 就像是实体店里买的 但是网购总是这样的 可能就是电商产品呢 不管怎样 用起来都是不错的 快递小哥也非常贴心 人很好 满分100给90吧,主推色,85B/38B,南极人无钢圈文胸上托侧收调整型少女士内衣小胸罩一片式隐形无痕性感聚拢文胸 清新色 75C/34C
